606 , 93 , 0.4590935707092285
915 , 170 , 0.38239550590515137
755 , 135 , 0.5331635475158691
611 , 122 , 4.196401119232178
761 , 144 , 1.7592320442199707
378 , 70 , 0.35344600677490234
212 , 44 , 6.317063570022583
1256 , 238 , 2.664803981781006
496 , 85 , 0.05890488624572754
800 , 133 , 0.5691032409667969
606 , 93 , 0.19222640991210938
915 , 170 , 0.23098373413085938
755 , 135 , 0.28020453453063965
611 , 122 , 2.4149017333984375
761 , 144 , 0.9502701759338379
378 , 70 , 0.22019577026367188
212 , 44 , 2.9968228340148926
1256 , 238 , 1.5179591178894043
496 , 85 , 0.02792668342590332
800 , 133 , 0.27341556549072266
